0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	3.23587393446771e-7	7.702370462054247e-7	1.175637706398228e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4281340315165838e-6	1.3082366929963337e-6	1.203630665699847e-6	1.107640217879441e-6	1.0197926537130053e-6	9.423256214680966e-7	8.713452933793479e-7	8.072969370732772e-7	7.482169610355235e-7	6.955447388742832e-7	6.466991921252697e-7	6.012329913539038e-7	5.607269678273267e-7	5.22660018748739e-7	4.870818284033361e-7	4.5460368180667063e-7	4.248035599982833e-7	3.970117431050006e-7	3.709130045236799e-7	3.4679615208634095e-7	3.237178195061102e-7	3.0353939284567684e-7	2.843759667204258e-7	2.6643689958512345e-7	2.5016266929569767e-7	2.349106765794727e-7	2.2100284088995837e-7	2.0794440657526914e-7	1.9693815046988454e-7	1.8685561862341104e-7	1.7775744431293001e-7	1.6977031598081349e-7	1.6273948608081364e-7	1.566223389627417e-7	1.513528392079306e-7	1.4677550500505358e-7	1.4311814852528995e-7	1.401511487852654e-7	1.37849737186025e-7	1.359706951229092e-7	1.344818831573688e-7
4.456411760095488e-10	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	3.1513994280288093e-7	7.651585056158602e-7	1.1704919563574065e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4287116251914255e-6	1.3088239181328177e-6	1.2040648305234627e-6	1.1079945630870865e-6	1.0200625628416074e-6	9.425965431812181e-7	8.716415672271026e-7	8.074767385427856e-7	7.483892696637783e-7	6.956772518681736e-7	6.468153172419773e-7	6.013242821373182e-7	5.608082607162077e-7	5.227303138524592e-7	4.871453780702215e-7	4.546612478652709e-7	4.248457090531781e-7	3.970498233357252e-7	3.7094777760837634e-7	3.468278903064607e-7	3.2374020616797364e-7	3.035658131759964e-7	2.8440299740730236e-7	2.6646535795032265e-7	2.5019184772090696e-7	2.3494145610318036e-7	2.2103756938379507e-7	2.0798500646452487e-7	1.969754107472677e-7	1.86894701919291e-7	1.7779817808323658e-7	1.6981219945172404e-7	1.6278170111535316e-7	1.566640769230396e-7	1.51393328855009e-7	1.468124499073013e-7	1.4315372192964622e-7	1.4018257859894699e-7	1.378779547653063e-7	1.359951673844076e-7	1.3450253512928217e-7
8.335479106985448e-10	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	2.929809914424327e-7	7.511269110809363e-7	1.1584640796165807e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4301151114249687e-6	1.311412960965373e-6	1.2051195532917973e-6	1.1089137636258398e-6	1.0207138363044436e-6	9.429049927098897e-7	8.72186969898604e-7	8.07913057607266e-7	7.488840739849816e-7	6.959992385582803e-7	6.470973420223708e-7	6.01545638307583e-7	5.610058884896527e-7	5.229011614523995e-7	4.873940838981085e-7	4.547968651546147e-7	4.24947973158783e-7	3.971423925951157e-7	3.7103238791017103e-7	3.4652810852338524e-7	3.23794314105252e-7	3.0363010610445307e-7	2.844687560749546e-7	2.665345882037329e-7	2.502627991250134e-7	2.3501631771533952e-7	2.2111876306104931e-7	2.0808336600274428e-7	1.9706587439676568e-7	1.8698960189988885e-7	1.7789696427206761e-7	1.6991385337078522e-7	1.6288416008218826e-7	1.567653691789569e-7	1.5149154822553644e-7	1.4690198202841633e-7	1.4324001381503651e-7	1.4025882097308936e-7	1.3794642763066439e-7	1.360545842730131e-7	1.345526983713293e-7
1.2181769490576794e-9	7.076302992374171e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	2.545201732931269e-7	7.297881600903622e-7	1.139620245864468e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4328144835396805e-6	1.313203366974671e-6	1.2067959734986732e-6	1.1103409314563935e-6	1.0219608838040691e-6	9.439934590221321e-7	8.730640214131903e-7	8.086050472813535e-7	7.496442155830999e-7	6.966922098702036e-7	6.475453815055641e-7	6.018954583055993e-7	5.613200241252866e-7	5.231728890578252e-7	4.876345906412425e-7	4.5500756292366147e-7	4.25110890160513e-7	3.972897727944024e-7	3.7116703482531444e-7	3.466560552768162e-7	3.2387939728052915e-7	3.037325222907504e-7	2.8457358448333817e-7	2.666448745878581e-7	2.503759585040911e-7	2.3513553643531388e-7	2.2124805834153514e-7	2.082389350708592e-7	1.9720963389745202e-7	1.8714031360606604e-7	1.7805377691500056e-7	1.7007511725483626e-7	1.630466269816555e-7	1.5692596419031445e-7	1.516472764961464e-7	1.4704366553621524e-7	1.4337684397927857e-7	1.403797463886714e-7	1.3805512109389875e-7	1.3614896032479378e-7	1.3463242929617355e-7
1.6023096460648166e-9	1.2778042846113723e-8	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.9187521391702685e-7	6.994326890967172e-7	1.1130651490703546e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4358793843614424e-6	1.3156714672324831e-6	1.2090960967020684e-6	1.1123771039624177e-6	1.0239827430894738e-6	9.456733149880735e-7	8.742597746049107e-7	8.096464993297112e-7	7.505487144921226e-7	6.973943149449956e-7	6.481606254716712e-7	6.023716625583746e-7	5.617511305637263e-7	5.235458488569866e-7	4.879707610423448e-7	4.5530670945989627e-7	4.253347302326349e-7	3.975291259039384e-7	3.71352209714227e-7	3.46831821730253e-7	3.2399804699081716e-7	3.038735173054676e-7	2.8471783343411624e-7	2.667966771024128e-7	2.5053166720764893e-7	2.3529960306221514e-7	2.2142651534227985e-7	2.084505559922936e-7	1.974067619301675e-7	1.8734678578745504e-7	1.7826852362128084e-7	1.7029576907402294e-7	1.6326877977601008e-7	1.571454713479312e-7	1.5186012226977277e-7	1.472368343975515e-7	1.435638625421633e-7	1.4054508782104594e-7	1.3820389476799318e-7	1.3627825641514355e-7	1.3474176346489476e-7
1.9867317480755097e-9	1.790615513950059e-8	1.4415830459301667e-8	0.	0.	0.	0.	0.	0.	0.	0.	5.481692927574519e-8	6.603953129599258e-7	1.0795237883563206e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4403111499332443e-6	1.3194337589570819e-6	1.212446178696428e-6	1.114766971047747e-6	1.0260968449866447e-6	9.475387376806054e-7	8.758908471409893e-7	8.108428281096301e-7	7.516936765850884e-7	6.982873118401837e-7	6.489429637233356e-7	6.029693795458554e-7	5.622997961364373e-7	5.240629743260544e-7	4.883984071097828e-7	4.5567808092695324e-7	4.2561964334753836e-7	3.977874793714446e-7	3.715886761423763e-7	3.470558723002071e-7	3.241463337725517e-7	3.040539162038414e-7	2.8490269985813645e-7	2.669904687358206e-7	2.507312574419382e-7	2.3550879500369038e-7	2.2165290629585184e-7	2.0871667901848928e-7	1.976572997463323e-7	1.8760903361362768e-7	1.785407875486583e-7	1.7057538447282795e-7	1.6355017590118848e-7	1.5742337831523346e-7	1.5212953571269903e-7	1.474807628477574e-7	1.4380059403193456e-7	1.407544085283111e-7	1.383925519837815e-7	1.3644238383000585e-7	1.3488077003317922e-7
2.371841892287341e-9	2.2744564376581044e-8	2.671148715253196e-8	0.	0.	0.	0.	0.	0.	0.	0.	0.	6.115105844415382e-7	1.0380356947491845e-6	1.4630727871446193e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4450509062041535e-6	1.3238137313558928e-6	1.2160062678954035e-6	1.1179261661047762e-6	1.0288299133459526e-6	9.499106158726703e-7	8.777635199696279e-7	8.124114599025348e-7	7.530788342216773e-7	6.993713500117376e-7	6.499436906348892e-7	6.037966731757911e-7	5.630034717808074e-7	5.246403925865773e-7	4.889174070226528e-7	4.5612185621241267e-7	4.2596662227193863e-7	3.9810239752014913e-7	3.7187669049317104e-7	3.4732939578528997e-7	3.2431286387158307e-7	3.042744624006485e-7	2.8512837788145674e-7	2.672274379115823e-7	2.5098013995534603e-7	2.357656501626433e-7	2.2192850705157786e-7	2.0903607047361634e-7	1.9796130728300349e-7	1.879268633078621e-7	1.7887055224910781e-7	1.709136230552542e-7	1.6389028140701342e-7	1.5775919881469543e-7	1.5245498969646991e-7	1.4777632523519352e-7	1.4408645879601933e-7	1.4100725266775895e-7	1.3862087587364898e-7	1.366413178407267e-7	1.3504950220130418e-7
2.7579161340085924e-9	2.7420156649796505e-8	3.780173404949106e-8	2.1801426319980246e-8	0.	0.	0.	0.	0.	0.	0.	0.	5.507830753732651e-7	9.881069985228043e-7	1.4186275381457877e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.451181470321396e-6	1.3282406360942467e-6	1.2206706913908963e-6	1.1213408855365786e-6	1.0322780355595225e-6	9.525869858637681e-7	8.799559052537907e-7	8.144343032142463e-7	7.54740396569129e-7	7.006484308081227e-7	6.510902717534638e-7	6.046046833470775e-7	5.638697554616804e-7	5.253213264740021e-7	4.895287997302311e-7	4.5603933020511115e-7	4.2637557956499034e-7	3.984753329511474e-7	3.7221790481487317e-7	3.4765935198876745e-7	3.244930695540968e-7	3.0453608024577473e-7	2.853960921438122e-7	2.675145394683674e-7	2.512735305840472e-7	2.3606772596717361e-7	2.222538379364864e-7	2.0940789097556767e-7	1.983188302175563e-7	1.8830034297003757e-7	1.792571736758437e-7	1.7130993199607997e-7	1.6428849572842426e-7	1.5815199426654822e-7	1.528355214288242e-7	1.4813014040719515e-7	1.4442091584655972e-7	1.4130310779703672e-7	1.388885805234205e-7	1.368749655488427e-7	1.3524813278441836e-7
3.1451766380410548e-9	3.199871412830473e-8	4.8145558210504176e-8	4.098733307632657e-8	0.	0.	0.	0.	0.	0.	0.	0.	4.765020936626295e-7	9.296786242723814e-7	1.3661857388924164e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4581153194905266e-6	1.3347462439719358e-6	1.2254950355642834e-6	1.1256001357528599e-6	1.035604172138765e-6	9.557739825445442e-7	8.82478668921271e-7	8.164294118566337e-7	7.567681382498504e-7	7.021714532890034e-7	6.52411584122264e-7	6.055054534717378e-7	5.647764850894524e-7	5.261064740115845e-7	4.902326760207215e-7	4.5659963840791874e-7	4.268478274585434e-7	3.989065677082377e-7	3.7261284734931073e-7	3.4780649133115126e-7	3.2470513511884733e-7	3.0484770390883894e-7	2.8570800705703343e-7	2.678403032282202e-7	2.5160768783214236e-7	2.3642159476111112e-7	2.2262998177128508e-7	2.0983192042072134e-7	1.987300581633494e-7	1.8872912727919882e-7	1.797005914489851e-7	1.7176376657429024e-7	1.6474396972006038e-7	1.5860112357576334e-7	1.5327059614231497e-7	1.4855150122743256e-7	1.4480301914914757e-7	1.4164089108820016e-7	1.3919542721434286e-7	1.371432190259379e-7	1.3547665756795924e-7
3.5338195614893588e-9	3.651811593307654e-8	5.799992236605793e-8	5.848464272302557e-8	2.913214163557781e-8	0.	0.	0.	0.	0.	0.	0.	3.833270542653231e-7	8.612186882311811e-7	1.305357940000165e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4657516543571072e-6	1.342137570896161e-6	1.2314291139338437e-6	1.1304017815201975e-6	1.0399868109236572e-6	9.591813546535418e-7	8.85480176180958e-7	8.189395343579263e-7	7.588759534654153e-7	7.039536225564241e-7	6.539742290536297e-7	6.067521238291302e-7	5.65805104942838e-7	5.270667353096872e-7	4.910310783368154e-7	4.572262905930527e-7	4.2743493935247506e-7	3.993982186313278e-7	3.731028754561658e-7	3.482708502514344e-7	3.250699466565185e-7	3.052075520951888e-7	2.860644559298526e-7	2.6821202295941883e-7	2.519891624987794e-7	2.368226209819779e-7	2.2305738356350166e-7	2.1030800994129775e-7	1.9919502847462914e-7	1.8921330132319677e-7	1.8020016516429033e-7	1.7227447543574882e-7	1.6525599050992892e-7	1.5910549480977788e-7	1.5375901694100426e-7	1.490329297125096e-7	1.4523203739519952e-7	1.4202010910889008e-7	1.3954098511348795e-7	1.3744596894874995e-7	1.3573521257977562e-7
