0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	3.235872548950797e-7	5.622639676242663e-7	7.702366515870399e-7	9.723492947924585e-7	1.1756370054523352e-6	1.380248365597638e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.489552048433184e-6	1.428134397206956e-6	1.367560744104946e-6	1.3082370822868455e-6	1.255579703979019e-6	1.2036310619526572e-6	1.1525067799356384e-6	1.1076406152381444e-6	1.0631432614472003e-6	1.0197930481950197e-6	9.807844679246426e-7	9.423260072664511e-7	9.060842330534183e-7	8.713456685355063e-7	8.384927924656575e-7	8.072972996421023e-7	7.774855923026796e-7	7.482173101543125e-7	7.210068383823977e-7	6.955450735815321e-7	6.707626588928159e-7	6.4669951262837e-7	6.232959180001904e-7	6.012332974295712e-7	5.805852124123712e-7	5.607272594542034e-7	5.41411015787142e-7	5.226602962595455e-7	5.046236398202286e-7	4.870820919441018e-7	4.6949885829993733e-7	4.546039319286922e-7	4.3920903100220023e-7	4.2480379710734597e-7	4.106885827678959e-7	3.970119675181545e-7	3.8377307978025965e-7	3.7091321670166324e-7	3.583866553230301e-7	3.467963524645582e-7	3.3468887607097526e-7	3.2371800832295425e-7	3.1356156405190244e-7	3.0353957108563403e-7	2.9380134825328e-7	2.8437613474371347e-7	2.7525442032122573e-7	2.664370577683634e-7	2.582495096604384e-7	2.5016281834039905e-7	2.4228546350850563e-7	2.3491081693880846e-7	2.278180181856539e-7	2.2100297319072164e-7	2.144432942245407e-7	2.0794453122363718e-7	2.0239367965434122e-7	1.9693826855139487e-7	1.9167518964401183e-7	1.8685573063642685e-7	1.8210249101621346e-7	1.7775755081728976e-7
4.4564119241147173e-10	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	3.1513509910391767e-7	5.563456221705995e-7	7.651444251270763e-7	9.675282265144886e-7	1.170466873496654e-6	1.3758289137924584e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.490289112283555e-6	1.4287247917710336e-6	1.3681269320057377e-6	1.308837943750506e-6	1.2560473098333158e-6	1.2040790981314725e-6	1.1528531447252771e-6	1.1080088716842647e-6	1.0634972652018613e-6	1.0200767690111896e-6	9.810782813088141e-7	9.42610435035886e-7	9.063372814956163e-7	8.716550799894635e-7	8.387168736954571e-7	8.074897941954578e-7	7.776722985855742e-7	7.484018405118227e-7	7.211522487642018e-7	6.956893038475107e-7	6.708995425653131e-7	6.468268575595219e-7	6.234199393887704e-7	6.013353028369446e-7	5.806812954611742e-7	5.608187609911164e-7	5.414972340362231e-7	5.22740305716901e-7	5.046993697705495e-7	4.871548668144416e-7	4.6957457863899295e-7	4.5467025360551034e-7	4.392904979628291e-7	4.2485424588259524e-7	4.1073680142579253e-7	3.970579029845155e-7	3.8381697331706194e-7	3.709554166860688e-7	3.584279740981055e-7	3.4683510450466776e-7	3.3472664278144457e-7	3.2374700399090986e-7	3.135939172308615e-7	3.0357223025878646e-7	2.938340827592154e-7	2.844090466827428e-7	2.752876736279091e-7	2.664710530007453e-7	2.582892777730647e-7	2.501972137969034e-7	2.423200480061112e-7	2.3494650954160222e-7	2.2785485250114235e-7	2.210423331742336e-7	2.1448288956387886e-7	2.0798949452885922e-7	2.0243329677630658e-7	1.9697966235042274e-7	1.9171808755544953e-7	1.8689873510858486e-7	1.8214599514260989e-7	1.7780201300939504e-7
8.335482624568314e-10	3.5396292172821632e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	2.929659614362054e-7	5.406705456149494e-7	7.510807030863334e-7	9.54835972673594e-7	1.1583809771762258e-6	1.364059197769982e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.492198948237024e-6	1.4301593801932888e-6	1.369502480241827e-6	1.3114599153063162e-6	1.2571835110270098e-6	1.2051675289599283e-6	1.1536886753086408e-6	1.108961894743587e-6	1.0643570272199457e-6	1.0207616247688473e-6	9.817919093188031e-7	9.429517449649505e-7	9.070036416961271e-7	8.7223241376653e-7	8.392606060788241e-7	8.079569650902426e-7	7.781259213671124e-7	7.489263624726111e-7	7.215046049520873e-7	6.960397671747688e-7	6.712320662410532e-7	6.471361483361568e-7	6.23720782844332e-7	6.015826962466158e-7	5.809213041463776e-7	5.610411950245878e-7	5.417069789224772e-7	5.229347572691987e-7	5.048834273426169e-7	4.874260129651261e-7	4.6976495506086167e-7	4.548271442497108e-7	4.3941131659412834e-7	4.2497667376277015e-7	4.1085400167584405e-7	3.9716955552469247e-7	3.839236667528233e-7	3.710580691774074e-7	3.585519038479475e-7	3.465523454865365e-7	3.3482791582978905e-7	3.2381716573176546e-7	3.136725862663298e-7	3.0365167826652357e-7	2.9391371338010417e-7	2.844890919360576e-7	2.7536859355377816e-7	2.665537336120226e-7	2.583697336401858e-7	2.5028083891804857e-7	2.424041489815831e-7	2.350333069906266e-7	2.279444028158881e-7	2.2113477929228253e-7	2.1457907109779096e-7	2.0809845677040317e-7	2.025294741108532e-7	1.9708016996359852e-7	1.9182226106202042e-7	1.8700316377776194e-7	1.8225158549380855e-7	1.779098601521091e-7
1.2181792577658607e-9	6.2995932617969144e-9	7.076310090122056e-9	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	2.544928572634699e-7	5.155025457245202e-7	7.296940080901532e-7	9.343781457059538e-7	1.1394484240727916e-6	1.3462344877722456e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4949660043441794e-6	1.4329082879585545e-6	1.3716892117081016e-6	1.313302841663099e-6	1.2591788800294515e-6	1.2068975461781677e-6	1.1553283408465754e-6	1.1104428819404901e-6	1.0657232771571183e-6	1.0220622014490665e-6	9.832202269995165e-7	9.440924500483639e-7	9.082012326569587e-7	8.731602529617561e-7	8.40123016679847e-7	8.086980301772128e-7	7.788584650371343e-7	7.497337981842012e-7	7.220620184584542e-7	6.967781063810511e-7	6.717608260813604e-7	6.476275447906061e-7	6.241984959846564e-7	6.019739162489142e-7	5.813347184853024e-7	5.613947691569838e-7	5.420403591308161e-7	5.232440083443959e-7	5.051760178458133e-7	4.877021753854737e-7	4.700782708948396e-7	4.55071654610028e-7	4.396088386567223e-7	4.251716369078591e-7	4.110404847755805e-7	3.9734726278155446e-7	3.840934718004841e-7	3.712213871814662e-7	3.587306910616975e-7	3.4670734992233156e-7	3.349848321730307e-7	3.239277558264454e-7	3.1379780110910397e-7	3.037781748126038e-7	2.940405565829184e-7	2.846166211715615e-7	2.754974790649243e-7	2.666853930872423e-7	2.585003328124639e-7	2.504141382202234e-7	2.425380502702331e-7	2.351714945305036e-7	2.2808688299621225e-7	2.2128195943098534e-7	2.1473198282072517e-7	2.0827088231865072e-7	2.026828355923495e-7	1.972398974035031e-7	1.9198762847135807e-7	1.8716902625456126e-7	1.8241918677703433e-7	1.780810817965652e-7
1.6023186692773049e-9	8.839674870239695e-9	1.2778095108643987e-8	1.0727688324720169e-8	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.9184029124120666e-7	4.803564545435579e-7	6.992791320521884e-7	9.065836257494424e-7	1.1127786895923791e-6	1.321093477640172e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4991248849430927e-6	1.4360411021805981e-6	1.3746899504579612e-6	1.3158431381519198e-6	1.261729185027899e-6	1.209271241223929e-6	1.1572855784576956e-6	1.1125530538262368e-6	1.0675971200705478e-6	1.024157332667835e-6	9.847585031950086e-7	9.458441511181826e-7	9.095372783354839e-7	8.744257542972624e-7	8.413031955227464e-7	8.098069512255497e-7	7.800489138685917e-7	7.507032038424762e-7	7.229476525934057e-7	6.97542449142852e-7	6.724865892246281e-7	6.483023080594443e-7	6.249999119837317e-7	6.025069473856665e-7	5.818789082315519e-7	5.618800014720203e-7	5.424979936583334e-7	5.236684587708784e-7	5.056603087780324e-7	4.880872692491298e-7	4.705125686947479e-7	4.5541719994466645e-7	4.3987901282570647e-7	4.2543943465374033e-7	4.1129632628606123e-7	3.976282557803072e-7	3.843268778833078e-7	3.714458837697902e-7	3.5895012459601933e-7	3.4692022367081817e-7	3.351856297733039e-7	3.2408138463183805e-7	3.1398375482567763e-7	3.0395218994081746e-7	2.942152367251094e-7	2.847919994393618e-7	2.756748607046977e-7	2.668665062288601e-7	2.586800692727071e-7	2.505974682844445e-7	2.4272212668117757e-7	2.3536157933571984e-7	2.282826839107654e-7	2.2148495506902958e-7	2.149418681529301e-7	2.0850563614688438e-7	2.028921761499001e-7	1.9745893885196721e-7	1.9221428392369176e-7	1.8739629439018448e-7	1.826487657162214e-7	1.783156166215316e-7
1.986758054687011e-9	1.1289797974751823e-8	1.790634976125567e-8	1.9656629519941767e-8	1.4415896720917517e-8	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	5.480194430325904e-8	4.3294832389017294e-7	6.601765798545224e-7	8.708389285897765e-7	1.0791030001978437e-6	1.288651696810695e-6	1.4996280493099198e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4405595908403223e-6	1.37903210423033e-6	1.3196975265875052e-6	1.2651470382860008e-6	1.2127152908758444e-6	1.1601119601225145e-6	1.1150371621340036e-6	1.0703472204002823e-6	1.02636506508051e-6	9.866323291087722e-7	9.478009889090931e-7	9.112339265897675e-7	8.761457845632836e-7	8.430509533845309e-7	8.110891922544772e-7	7.813071459052016e-7	7.519308228769394e-7	7.242129579133089e-7	6.985147042591143e-7	6.734102282338291e-7	6.4916042637134e-7	6.25828749565244e-7	6.031770068350079e-7	5.825255641340155e-7	5.624975561701424e-7	5.430806245185485e-7	5.242511692749827e-7	5.061717300626935e-7	4.885771619618976e-7	4.7105643674523057e-7	4.558475963831616e-7	4.402214446180151e-7	4.2578025704032827e-7	4.1162325575651157e-7	3.979395319682242e-7	3.8462422116587735e-7	3.7173235247592517e-7	3.5922976971282156e-7	3.471914578209746e-7	3.3543776127530574e-7	3.242741456457732e-7	3.1421413029523255e-7	3.041745688166959e-7	2.944382302693914e-7	2.8501644360092875e-7	2.7590135169923306e-7	2.670975665063041e-7	2.589098209166245e-7	2.5083218489983016e-7	2.429569176939126e-7	2.3560386138758274e-7	2.2853244981246004e-7	2.2174255911133315e-7	2.1520901341525637e-7	2.0880119881577375e-7	2.0315830094060216e-7	1.9773736501182846e-7	1.9250216747722843e-7	1.8768501496603896e-7	1.8294015228512782e-7	1.7861307173738996e-7
2.3719053901774173e-9	1.369679265205293e-8	2.274509619428257e-8	2.767453562726533e-8	2.6711872666396438e-8	1.8111898019898658e-8	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	3.704065215321488e-7	6.112283214192612e-7	8.266288261158043e-7	1.0374690272862702e-6	1.2484548523556333e-6	1.4621587175338207e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4454045924143873e-6	1.383680355123381e-6	1.3241887587896482e-6	1.2692937720950832e-6	1.21638943823574e-6	1.1643011751327573e-6	1.118311401163437e-6	1.0732453253906522e-6	1.0292119601822567e-6	9.891604665333092e-7	9.502842709287708e-7	9.132890150361863e-7	8.781267062724038e-7	8.448643341532122e-7	8.127626043955721e-7	7.828370230967443e-7	7.534165397801648e-7	7.254627209328543e-7	6.996951656142323e-7	6.745333545066154e-7	6.502535160630531e-7	6.268338884797445e-7	6.040924923018421e-7	5.833100617523251e-7	5.632850516825446e-7	5.437893309226355e-7	5.24908253271941e-7	5.067936416506113e-7	4.89171804006435e-7	4.7169961125131276e-7	4.5636307859824226e-7	4.4093215283468537e-7	4.261951480543279e-7	4.1207589867305663e-7	3.983187253528094e-7	3.849872589900023e-7	3.7208108791248457e-7	3.595702160108158e-7	3.475222755122492e-7	3.35742974204839e-7	3.24494652678576e-7	3.144820542014248e-7	3.044460807497022e-7	2.947107288226138e-7	2.852901732293711e-7	2.7617810468217983e-7	2.673797889478952e-7	2.591898672608908e-7	2.5112375419032285e-7	2.432435130837028e-7	2.3590091850821102e-7	2.2883656338219906e-7	2.2205608145191809e-7	2.155338183302391e-7	2.091563743287842e-7	2.03480892879202e-7	1.9807527320970314e-7	1.9285135111398362e-7	1.8803503416779786e-7	1.8329291759663856e-7	1.789734768404334e-7
2.7580504633743617e-9	1.6082107040945178e-8	2.7421366093172402e-8	3.517240931062174e-8	3.7802942777537764e-8	3.384095651686182e-8	2.1801699286045444e-8	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	2.8583393327861744e-7	5.504483987715647e-7	7.729702353451277e-7	9.873927500243975e-7	1.2011240777918644e-6	1.417447577592589e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.451659930287603e-6	1.3896727303115842e-6	1.3287495756400065e-6	1.2738171024731166e-6	1.2211890395450754e-6	1.1687655178551514e-6	1.121861788598194e-6	1.0766601573535609e-6	1.0327944628894612e-6	9.921207193149824e-7	9.530920828890135e-7	9.159857173874892e-7	8.804469722535716e-7	8.469937081249734e-7	8.149088522454809e-7	7.846379575576768e-7	7.551968337068109e-7	7.269865820528305e-7	7.010860111224129e-7	6.760028764693915e-7	6.515088661473419e-7	6.280142624928646e-7	6.05004323227115e-7	5.841933891629566e-7	5.642503000064812e-7	5.4473424762309e-7	5.256830759326376e-7	5.075266841686121e-7	4.898723225967563e-7	4.724357041334009e-7	4.5636497625162606e-7	4.4077627970175717e-7	4.266840825088143e-7	4.1254826477321077e-7	3.9876734269379946e-7	3.854159567535286e-7	3.724937892649319e-7	3.5997259419020437e-7	3.479197070396922e-7	3.3610110341942173e-7	3.2473835570286947e-7	3.147985521709065e-7	3.0476768204322695e-7	2.9503355307093127e-7	2.856144446362864e-7	2.7650593813911866e-7	2.677202017486133e-7	2.595217578520602e-7	2.5146741313245997e-7	2.4359290126446874e-7	2.3625032624696458e-7	2.291958546064349e-7	2.2242608186193828e-7	2.1591665411999927e-7	2.0957036823450682e-7	2.0385980328909557e-7	1.984727544115418e-7	1.9326157750486118e-7	1.8844646850934523e-7	1.837067426385583e-7	1.793962386111595e-7
3.145434446653231e-9	1.8457282515414458e-8	3.200114477973469e-8	4.2350489711899097e-8	4.8148452796047315e-8	4.811005383837134e-8	4.098875941647339e-8	2.547719116906953e-8	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.4869656478780092e-7	4.7613724185755556e-7	7.094691435887152e-7	9.288258801388956e-7	1.1461902377210012e-6	1.3647345741064965e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4587382743118253e-6	1.3964591246431602e-6	1.3354065642871288e-6	1.2794217846991232e-6	1.226168838568458e-6	1.1740454067983043e-6	1.1262785522208808e-6	1.0809553442355784e-6	1.0362764560021818e-6	9.95562780065075e-7	9.564312131579097e-7	9.18744351762567e-7	8.831176100321768e-7	8.495134653519981e-7	8.170466233924357e-7	7.869022842986629e-7	7.573620163805227e-7	7.28642615373278e-7	7.027405113225399e-7	6.775289133310293e-7	6.529556760865895e-7	6.29371156373868e-7	6.060248653969749e-7	5.85332803177576e-7	5.652709675519255e-7	5.456982199524672e-7	5.265764561475511e-7	5.083726117223005e-7	4.906789128806257e-7	4.732635701430811e-7	4.570225657569532e-7	4.413887163781272e-7	4.272484465553393e-7	4.1309130880674465e-7	3.992857299259585e-7	3.8593316000660447e-7	3.7297104046029215e-7	3.6043767592226403e-7	3.4814446056135645e-7	3.365108603979404e-7	3.2502350421256296e-7	3.1516490594300964e-7	3.051483942681033e-7	2.9540819822323283e-7	2.8599146100993394e-7	2.7689829782251443e-7	2.681073047540257e-7	2.5990674121206014e-7	2.518594176615515e-7	2.439852114945478e-7	2.3665875699992916e-7	2.296114699736159e-7	2.2285369041724256e-7	2.1635894449315907e-7	2.100430128598529e-7	2.0429493783523995e-7	1.989300515190074e-7	1.9373332292059705e-7	1.889190290412828e-7	1.841820291768893e-7	1.798813561491854e-7
3.53427868146799e-9	2.082933486908859e-8	3.65225818953906e-8	4.932277264285418e-8	5.8005849994420305e-8	6.14237085184256e-8	5.848874528222032e-8	4.812234585820605e-8	2.9132912069189958e-8	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	3.8297001614744795e-7	6.340976982091697e-7	8.602497570285548e-7	1.0815205445160882e-6	1.303644876799018e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.5e-6	1.4665397019648613e-6	1.4040103785268384e-6	1.342969915841954e-6	1.2858070869451347e-6	1.232280445452308e-6	1.179849117992188e-6	1.1312598530641524e-6	1.0854254076405695e-6	1.040835400679277e-6	9.99381199198935e-7	9.600111297903583e-7	9.218294194183428e-7	8.862874737709942e-7	8.524417833062496e-7	8.197195039302793e-7	7.892532782756155e-7	7.596255225477661e-7	7.30732699881113e-7	7.046722886281449e-7	6.792609201673e-7	6.546610116496746e-7	6.30986592380723e-7	6.074073965014513e-7	5.866467047416887e-7	5.664288183774114e-7	5.467928646318759e-7	5.276597488889335e-7	5.093756415451754e-7	4.91593738493253e-7	4.742405329959869e-7	4.5775945295462986e-7	4.42257521800668e-7	4.279401762788139e-7	4.1370861836487266e-7	3.9987607876558154e-7	3.8649775425531085e-7	3.7355450959767423e-7	3.609668023550872e-7	3.4869682398228294e-7	3.369718152816781e-7	3.2547109218629696e-7	3.155814606467025e-7	3.0558649551954313e-7	2.9583614211377195e-7	2.8642160012796346e-7	2.7733249834137124e-7	2.6854846790230164e-7	2.603459436811779e-7	2.5230639473907157e-7	2.4443149560967906e-7	2.3712157790909134e-7	2.300907409141903e-7	2.233394065831567e-7	2.1686140458188507e-7	2.1057421908577581e-7	2.0478527675230453e-7	1.9944726294444978e-7	1.942658928746118e-7	1.894528656423785e-7	1.8471718351755095e-7	1.8042825628997576e-7
