20071.361219738046	20174.581445553977	20288.86068232954	20416.321637260033	20559.751685139832	20722.91385296466	20911.06662828474	21131.88598091368	21397.239564898817	21726.990229837385	22158.52722259001	22777.45277533483	23882.473933656736	37379.99397290946	42405.49995391184	46074.634638195304	49243.04957997688	52137.34717603121	54856.63462497684	57454.336011228006	59962.94205026052	62403.83186259979	64791.908642374474	67137.99930352642	69450.20026650326	71734.84385616644	73996.88099913028	76240.2026664768	78468.0750016139	80683.16568373825	82887.70227083826	85083.56365428068	87272.34872450278	89455.42884716816	91633.98857557008	93809.05762200538	95981.53630063517	98152.21591279985	100321.79531874342	102490.89446819166
20090.115960715208	20192.95720175662	20306.83085100776	20433.855971655135	20576.815347651896	20739.46607028068	20927.05870104374	21147.2581827973	21411.915975554	21740.86929847049	22171.46206818176	22789.200031461383	23892.484511045463	37382.25975344618	42406.6867359367	46075.19760770886	49243.14445587329	52137.05576191493	54856.00786204255	57453.408799665835	59961.739823742624	62402.37397970588	64790.21033808633	67136.07286986266	69448.05585263256	71732.48991687704	73994.32470774374	76237.45024726578	78465.1318395148	80680.03650305822	82884.3912506238	85080.07451877731	87268.68481498497	89451.59317968297	91629.98388786134	93804.88641202354	95977.20085841746	98147.71834708002	100317.13757932038	102486.07836486032
20121.377420548186	20223.587233125934	20336.78511614039	20463.08405848465	20605.259191465648	20767.057711792804	20953.716968811605	21172.88352419352	21436.381843706047	21764.006422680963	22193.025616421488	22808.78434028416	23909.174310690243	37386.040276462736	42408.668251670926	46076.13928021502	49243.30586246075	52136.573266342166	54854.96638145123	57451.86650498264	59959.739120934944	62399.947132099216	64787.38569858522	67132.86501598882	69444.48462476063	71728.56944131394	73990.06698474972	76232.86561369433	78460.22927125116	80674.82387530227	82878.87552965316	85074.26191274065	87262.58089364716	89445.20297068026	91623.31195492958	93797.93691919403	95969.97762316602	98140.22488468702	100309.37714016097	102478.0539659647
20165.15093165512	20266.47719150611	20378.729449245522	20504.01218777099	20645.089822061786	20805.69569284862	20991.04864808613	21208.769509654412	21470.644942589293	21796.409615382414	22223.22607447274	22836.214024182955	23932.551588829047	37391.33730058404	42411.44982112435	46077.46474210109	49243.53872120922	52135.90448247141	54853.51487079062	57449.71371530843	59956.94445001701	62396.55879329491	64783.43318818425	67128.3800463868	69439.49078376265	71723.08657321692	73984.11197572036	76226.45286459025	78453.37135116765	80667.53181242076	82871.15907932591	85066.12976866373	87254.04085554736	89436.26207912178	91613.97660086231	93788.21293386558	95959.87035255475	98129.7392516328	100298.51769659689	102466.82493712293
20221.44394963795	20321.63498006472	20432.67220146865	20556.649157067517	20696.316479183253	20855.389687662224	21039.063835439545	21254.9266398746	21514.71615000818	21838.090091005324	22262.074929926515	22871.500733421162	23962.62790472834	37398.1703961234	42415.03889524267	46079.181117106666	49243.84992477324	52135.056123071816	54851.65989479289	57446.95685633263	59953.36211632681	62392.209102543275	64778.36187205065	67122.62398912868	69433.08022632526	71716.04713086257	73976.4654869186	76218.2177400307	78444.56375769674	80658.1659342646	82861.24746361881	85055.68359704764	87243.07015985291	89424.77591475035	91601.98318769745	93775.71977192114	95946.88431772371	98116.26667561612	100284.56443409793	102452.39642272721
20290.26604348333	20389.070743860342	20498.624094582246	20621.006262957086	20758.951028881555	20916.152122016156	21097.775500966723	21311.36840598545	21568.60944358771	21889.062261827094	22309.586948352764	22914.659445096142	23999.41812132481	37406.53818147688	42419.44505881512	46081.2975690547	49244.24851374948	52134.036822635186	54849.40989707725	57443.60419318508	59949.0002199999	62386.9090566551	64772.178597270075	67115.60459655302	69425.26055902638	71707.45862237972	73967.1349859068	76208.16739619183	78433.8137939579	80646.73346983944	82849.14784117829	85042.93048952415	87229.77172229422	89410.75144373806	91587.33862251617	93760.46428339122	95931.02631343473	98099.81389767551	100267.52404131743	102434.775060201
20371.62888294216	20468.79685768994	20576.59820938478	20697.097290089692	20833.007953257253	20987.998163842534	21167.199479824158	21378.11128218117	21632.34189463055	21949.34373322317	22365.780170138838	22965.70846181531	24042.94040619996	37416.457325211435	42424.680034158926	46083.82530525964	49244.74558359501	52132.85753870595	54846.775201924436	57439.66696269982	59943.868657782965	62380.66839518453	64764.89490808928	67107.33134449268	69416.0411142761	71697.3302626953	73956.12959940205	76196.3113148991	78421.130385433	80633.2432554515	82834.86896424112	85027.87911885901	87213.96156797372	89394.19719182356	91570.05136259811	93742.45485987913	95912.30466796402	98080.38918468033	100247.4047252163	102413.96899768175
20465.54622307265	20560.827911198452	20666.60997518915	20784.93849773618	20918.50433787149	21070.945711657958	21247.354461833085	21455.174716650206	21705.933660556366	22018.955297820896	22430.67590660687	23024.6694101194	24093.216232987317	37427.94282000503	42430.7576855206	46086.77758051964	49245.353091998724	52131.52995187882	54843.76801581029	57435.15509439385	59937.97726024245	62373.498637987446	64756.52119341589	67097.81542883016	69405.46719954914	71685.67298971748	73943.46010590412	76182.65992658367	78406.52407168373	80617.70572613773	82818.42117016524	85010.53973103489	87195.65224535082	89375.1232390221	91550.13141226207	93721.70143408459	95890.72924583955	98058.00233576869	100224.21622161809	102389.98790901387
20572.033885929075	20665.18069122974	20768.677138664145	20884.54862456029	21015.459800544544	21165.01538082367	21338.26197911693	21542.58112078217	21789.407975895443	22097.920928533043	22504.298735402255	23091.567238675183	24150.27038332165	37441.0079310929	42437.69219010198	46090.16970156811	49246.08518319047	52130.06888000044	54840.40242844127	57430.08337414925	59931.34351230154	62365.40979969138	64747.07383899737	67087.07145889942	69393.48390150431	71672.49947673435	73929.1389201186	76167.22527409912	78390.00640657681	80600.13206931792	82799.8152556119	84990.92270833207	87175.04308807093	89353.53907301277	91527.5903009208	93698.21268262065	95866.30820954309	98032.66098456163	100197.96562282529	102362.8383350115
20691.109739377385	20781.874161396736	20882.819765110013	20995.948786490786	21123.89672071072	21270.23045275663	21439.946391739664	21640.35585661717	21882.791141806476	22186.267770449274	22586.676495146115	23166.430216265762	24214.130949440354	37455.68037513105	42445.50562301185	46094.01872730741	49246.96035099024	52128.49191895302	54836.69441303832	57424.46745528895	59923.9807623286	62356.42537465159	64736.55629006433	67075.11075821175	69380.1410504845	71657.826317756	73913.18019621584	76150.02177282769	78371.59229450233	80580.53737088974	82779.06652733462	84969.04374659125	87152.05500313989	89329.54387983162	91502.43715184063	93672.00517130762	95839.0585166782	98004.38249100142	100168.67069606707	102332.53821231128
20822.79366837549	20910.929438846655	21009.060202668195	21119.162581977693	21243.839775554774	21386.616976096055	21552.434871310474	21748.527222503682	21986.11251408837	22284.026131562583	22677.840279345917	23249.28992960546	24284.829337538627	37471.97754233566	42454.21724515752	46098.34473433255	49247.99713376406	52126.813240691816	54832.66182564842	57418.32482811468	59915.90648024075	62346.55197007381	64724.99824045508	67061.94909318653	69365.4489588787	71641.70320007505	73895.55727298846	76131.06820701403	78351.29994706533	80558.9394754201	82756.18873172137	84944.91579547041	87126.70049221127	89302.9013211772	91474.69185012832	93643.091549476	95808.99280169289	97973.17999708452	100136.34514041021	102299.1021247594
